model_id,total_frames_mean,total_frames_std,detection_percentage_mean,detection_percentage_std,avg_confidence_mean,avg_confidence_std,avg_time_mean,avg_time_std
bottles-pcttk_1,592.0,204.28019972576882,73.36960574211263,36.829500196105045,0.4516379878445589,0.24653125949930954,0.0362046072864906,0.0039270385537032515
detection-er_3,444.0,117.71321081340021,74.4838228601724,25.939697959160448,0.485625852703331,0.2148659783284152,0.03994926965193247,0.0020916007927527154
fyp-rytyv_1,647.6666666666666,470.30061308344756,72.949801966165,27.58956805000781,0.4348981826711497,0.17629708406857375,0.0641773504081495,0.003252770321855618
recycle-items-detection_3,454.8333333333333,181.59891703054473,45.38889245492633,38.045209144971786,0.24999628773375093,0.22007446087083993,0.04299244485604525,0.0022781806163456285
recycling-objects-4aqr3_3,428.1666666666667,157.11577472254868,57.47760361446887,28.59227616150004,0.3553949005159664,0.2707420322254425,0.049189995631265034,0.0020559691630695517
rudo_v3_2,402.1666666666667,123.32139581867645,43.3580090323894,21.71405906817574,0.25354503855043564,0.14115370939703972,0.0400438827007226,0.0045938334927389775
trash-recognition-660tk_1,429.3333333333333,131.83120520827634,41.54417622158394,33.58390234206258,0.23569206196655282,0.18581870439425008,0.048027895228825855,0.005330961982872308
waste-tfpi0_7,451.6666666666667,149.6137248606112,44.3030137801974,31.744427140698523,0.29650483416463885,0.24101694043489133,0.07140991204572071,0.006238119752667161
