model_id,total_frames_mean,total_frames_std,detection_percentage_mean,detection_percentage_std,avg_confidence_mean,avg_confidence_std,avg_time_mean,avg_time_std
bottles-pcttk_1,590.5,261.6772821625905,72.51166902318525,46.29551627272731,0.46087634632517127,0.3106279192719268,0.0351756926358206,0.004489061386753899
detection-er_3,417.0,,100.0,,0.7945304097031518,,0.0393356307865585,
fyp-rytyv_1,916.3333333333334,560.5981924099768,95.49055344133797,4.4759587130395335,0.5853073399664567,0.03675518518953936,0.06537316682251997,0.0023144309399106373
recycle-items-detection_3,590.0,244.65894629054543,52.21264665855782,67.39617411463925,0.30161602768438145,0.3954278132728366,0.0445422985051934,0.0007087483801492283
recycling-objects-4aqr3_3,417.0,,100.0,,0.8624014918752712,,0.0509195295012074,
trash-recognition-660tk_1,493.5,108.18733752154178,45.52631578947368,64.38393323435406,0.2464006722234843,0.3484631724362991,0.04887698736463165,0.007256560010464892
waste-tfpi0_7,554.5,194.45436482630058,48.444019350993194,59.01427077761558,0.32212515475737047,0.40270634677808076,0.07529792926079709,0.0008221005496712205
